timestamp,test_name,avg_response_time,status_code,success_rate,vus,vus_max,duration,segment_number,iterations
"2025-11-17 11:39:47",login,197.939112,200,100,5.05,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,196.043595,200,100,5.10,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,153.738155,200,100,6.50,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,379.95121,200,100,2.63,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,232.954786,200,100,4.29,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,365.984771,200,100,2.73,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,461.226243,200,100,2.16,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,788.113139,200,100,1.26,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,374.471462,200,100,2.67,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,904.99132,200,100,1.10,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,1074.548217,200,100,.93,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,1178.260607,200,100,.84,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,758.754101,200,100,1.31,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,1572.074682,200,100,.63,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,721.906237,200,100,1.38,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,786.090703,200,100,1.27,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,1779.982409,200,100,.56,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,1047.13307,200,100,.95,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,761.888176,200,100,1.31,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,176.688316,200,100,5.65,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:48",login,1548.367475,200,100,.64,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,670.601725,200,100,1.49,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,1453.971457,200,100,.68,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,952.584005,200,100,1.04,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,1063.83693,200,100,.93,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,1155.638578,200,100,.86,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:47",login,3085.242369,200,100,.32,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:50",login,703.445738,200,100,1.42,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:50",login,578.769282,200,100,1.72,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,345.85082,200,100,2.89,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:50",login,660.740095,200,100,1.51,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,1760.427687,200,100,.56,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:50",login,765.502047,200,100,1.30,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,548.586393,200,100,1.82,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,2261.523022,200,100,.44,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:49",login,2960.459565,200,100,.33,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,1136.252796,200,100,.88,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,1163.081452,200,100,.85,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,1062.263936,200,100,.94,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,1057.96034,200,100,.94,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,2366.873794,200,100,.42,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:50",login,2997.930249,200,100,.33,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:52",login,659.572058,200,100,1.51,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,2246.494754,200,100,.44,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,1967.450823,200,100,.50,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:52",login,764.787675,200,100,1.30,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,556.595988,200,100,1.79,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,1280.64164,200,100,.78,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:51",login,3235.573716,200,100,.30,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,1153.762724,200,100,.86,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,1400.546788,200,100,.71,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,1647.385624,200,100,.60,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:52",login,2362.054102,200,100,.42,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:52",login,2460.579785,200,100,.40,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:54",login,1352.686235,200,100,.73,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:53",login,2082.271116,200,100,.48,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:55",login,664.828496,200,100,1.50,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:52",login,3759.353036,200,100,.26,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:54",login,1355.580772,200,100,.73,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:54",login,1452.985617,200,100,.68,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:54",login,1347.512593,200,100,.74,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:55",login,759.896479,200,100,1.31,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:56",login,559.709776,200,100,1.78,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:54",login,2258.646733,200,100,.44,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:55",login,1961.06509,200,100,.50,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:55",login,1966.59897,200,100,.50,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:56",login,1058.497832,200,100,.94,0,0,0,-1,10,10,"25s",1,173
"2025-11-17 11:39:56",login,1145.696287,200,100,.87,0,0,0,-1,10,10,"25s",1,173
