timestamp,dashboard_name,dashboard_avg_response_time,panel_id,panel_name,dashboard_status,dashboard_success_rate,panel_status,panel_success_rate,panel_avg_response_time,time_range,vus,vus_max,iterations
2025-11-02 21:34:00,Apache Overview,293.50,39,Connection Information,200,100,200,100,293.50,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,204.94,47,Scoreboard Connections Trend,200,100,200,100,204.94,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,308.07,39,Connection Information,200,100,200,100,308.07,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,289.58,39,Connection Information,200,100,200,100,289.58,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,396.29,39,Connection Information,200,100,200,100,396.29,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,199.49,39,Connection Information,200,100,200,100,199.49,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,201.58,47,Scoreboard Connections Trend,200,100,200,100,201.58,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,403.70,46,Async Connections Trend,200,100,200,100,403.70,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,309.21,47,Scoreboard Connections Trend,200,100,200,100,309.21,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,104.55,39,Connection Information,200,100,200,100,104.55,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,486.82,47,Scoreboard Connections Trend,200,100,200,100,486.82,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,187.96,16,Apache Scoreboards,200,100,200,100,187.96,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,180.01,16,Apache Scoreboards,200,100,200,100,180.01,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,104.21,16,Apache Scoreboards,200,100,200,100,104.21,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,93.64,47,Scoreboard Connections Trend,200,100,200,100,93.64,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,106.84,16,Apache Scoreboards,200,100,200,100,106.84,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,115.40,16,Apache Scoreboards,200,100,200,100,115.40,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,104.08,39,Connection Information,200,100,200,100,104.08,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,101.86,16,Apache Scoreboards,200,100,200,100,101.86,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,100.21,39,Connection Information,200,100,200,100,100.21,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,207.02,39,Connection Information,200,100,200,100,207.02,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,201.00,39,Connection Information,200,100,200,100,201.00,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,184.28,16,Apache Scoreboards,200,100,200,100,184.28,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,90.37,16,Apache Scoreboards,200,100,200,100,90.37,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,110.86,16,Apache Scoreboards,200,100,200,100,110.86,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,20.24,16,Apache Scoreboards,200,100,200,100,20.24,15m,11,11,11
